,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer Real
1551,14.85,1.59,66.52,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
861,38.91,1.46,68.91,Feminino,Verde,Castanho,Envenenamento,Rua,Parda,Classe Baixa,Desconhecido
409,35.36,1.41,81.87,Feminino,Preto,Loiro,Contusão,Escola,Parda,Classe Baixa,Desconhecido
773,32.37,1.65,70.55,Feminino,Castanho,Ruivo,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
1408,16.07,1.59,37.65,Masculino,Azul,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
481,38.13,1.7,39.32,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
1748,31.72,1.81,82.25,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
849,22.08,1.59,51.82,Masculino,Verde,Ruivo,Envenenamento,Rua,Negra,Classe Alta,Desconhecido
689,58.1,1.55,42.21,Masculino,Azul,Preto,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido
1162,40.15,1.44,65.21,Feminino,Verde,Ruivo,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
257,14.71,1.63,87.62,Feminino,Castanho,Castanho,Esfaqueamento,Rua,Parda,Classe Baixa,Desconhecido
1169,13.13,1.76,49.85,Masculino,Verde,Preto,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
1188,42.94,1.59,38.74,Masculino,Preto,Loiro,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
1547,44.21,1.58,66.23,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
182,15.09,1.83,58.57,Masculino,Castanho,Loiro,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
1784,22.23,1.73,76.81,Feminino,Verde,Castanho,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
858,20.33,1.76,40.42,Masculino,Preto,Loiro,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido
1254,37.48,1.45,60.27,Feminino,Castanho,Castanho,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
160,22.93,1.49,70.49,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido
506,41.62,1.89,82.25,Masculino,Preto,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido
752,32.69,1.78,45.06,Masculino,Castanho,Castanho,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido
1099,59.36,1.47,59.4,Masculino,Preto,Ruivo,Envenenamento,Trabalho,Parda,Classe Média,Desconhecido
805,18.58,1.83,57.36,Feminino,Verde,Preto,Contusão,Escola,Negra,Classe Baixa,Desconhecido
412,30.06,1.69,61.9,Masculino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Média,Desconhecido
1223,33.68,1.58,80.93,Masculino,Verde,Castanho,Contusão,Trabalho,Amarela,Classe Baixa,Desconhecido
655,55.96,1.66,59.86,Masculino,Preto,Preto,Esfaqueamento,Casa,Amarela,Classe Média,Desconhecido
1031,43.15,1.8,70.13,Feminino,Castanho,Castanho,Envenenamento,Casa,Branca,Classe Baixa,Desconhecido
1776,26.52,1.71,85.55,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Média,Roberto Chimarildo Tomáz
194,38.08,1.69,44.83,Feminino,Preto,Preto,Contusão,Trabalho,Branca,Classe Alta,Desconhecido
1333,15.94,1.51,72.75,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
375,43.38,1.58,60.86,Feminino,Preto,Castanho,Contusão,Casa,Negra,Classe Alta,Desconhecido
53,12.26,1.4,75.78,Masculino,Castanho,Preto,Esfaqueamento,Casa,Branca,Classe Média,Desconhecido
408,31.5,1.48,70.3,Feminino,Preto,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
514,47.93,1.69,64.54,Masculino,Azul,Loiro,Contusão,Rua,Branca,Classe Baixa,Desconhecido
925,57.91,1.79,56.25,Masculino,Azul,Loiro,Envenenamento,Escola,Negra,Classe Alta,Desconhecido
493,28.13,1.63,40.09,Masculino,Verde,Castanho,Envenenamento,Escola,Branca,Classe Alta,Desconhecido
335,52.67,1.73,86.61,Feminino,Verde,Castanho,Estrangulamento,Rua,Branca,Classe Baixa,Desconhecido
838,14.26,1.67,80.77,Feminino,Castanho,Ruivo,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
202,10.85,1.53,78.52,Feminino,Verde,Loiro,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
1370,15.51,1.48,36.04,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
29,51.91,1.77,71.53,Feminino,Azul,Ruivo,Contusão,Trabalho,Amarela,Classe Baixa,Desconhecido
1704,29.58,1.5,86.68,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
496,58.91,1.75,59.59,Masculino,Verde,Preto,Envenenamento,Escola,Amarela,Classe Alta,Desconhecido
214,30.29,1.56,78.66,Masculino,Verde,Castanho,Contusão,Trabalho,Negra,Classe Alta,Desconhecido
898,49.05,1.8,80.92,Masculino,Castanho,Preto,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
1034,51.78,1.45,50.46,Masculino,Preto,Preto,Contusão,Rua,Branca,Classe Alta,Desconhecido
1329,19.16,1.73,39.91,Masculino,Castanho,Loiro,Envenenamento,Rua,Branca,Classe Média,ElBigodon Camacho
1745,27.64,1.89,82.06,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1752,27.47,1.77,84.46,Feminino,Azul,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1114,48.66,1.49,72.32,Feminino,Azul,Loiro,Contusão,Rua,Amarela,Classe Média,Desconhecido
784,26.23,1.7,59.23,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Branca,Classe Média,Desconhecido
330,11.97,1.81,72.45,Feminino,Verde,Castanho,Esfaqueamento,Trabalho,Negra,Classe Alta,Desconhecido
541,13.78,1.4,85.11,Feminino,Verde,Loiro,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido
1132,30.69,1.83,86.53,Feminino,Castanho,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Baixa,Desconhecido
201,19.1,1.87,34.98,Masculino,Preto,Loiro,Envenenamento,Escola,Branca,Classe Alta,Desconhecido
1504,28.59,1.59,58.49,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
170,40.98,1.57,47.41,Masculino,Azul,Castanho,Envenenamento,Rua,Parda,Classe Alta,Desconhecido
677,43.87,1.78,30.95,Feminino,Castanho,Castanho,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido
1523,43.18,1.72,61.56,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1232,55.44,1.72,64.82,Feminino,Preto,Loiro,Contusão,Escola,Amarela,Classe Alta,Desconhecido
742,43.46,1.62,68.45,Masculino,Verde,Castanho,Contusão,Escola,Branca,Classe Alta,Desconhecido
3,35.66,1.46,34.9,Masculino,Preto,Castanho,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido
1182,21.8,1.73,79.75,Feminino,Preto,Preto,Contusão,Casa,Parda,Classe Alta,Desconhecido
229,32.2,1.69,42.49,Masculino,Azul,Ruivo,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido
1628,35.54,1.68,61.35,Masculino,Azul,Preto,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
67,29.78,1.85,84.16,Masculino,Verde,Loiro,Contusão,Escola,Amarela,Classe Alta,Desconhecido
748,15.82,1.89,84.19,Masculino,Verde,Loiro,Contusão,Trabalho,Branca,Classe Alta,Desconhecido
1280,53.54,1.41,48.47,Masculino,Castanho,Ruivo,Esfaqueamento,Trabalho,Parda,Classe Alta,Desconhecido
1625,40.97,1.63,62.69,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
296,23.44,1.88,63.85,Feminino,Azul,Castanho,Estrangulamento,Escola,Negra,Classe Baixa,Desconhecido
39,14.34,1.74,43.87,Feminino,Verde,Loiro,Envenenamento,Rua,Parda,Classe Média,Desconhecido
1641,49.54,1.59,55.58,Masculino,Castanho,Preto,Esfaqueamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1568,37.12,1.59,58.72,Feminino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1684,30.02,1.73,80.76,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
389,52.36,1.53,58.06,Feminino,Preto,Castanho,Estrangulamento,Trabalho,Negra,Classe Média,Desconhecido
1579,42.71,1.6,59.5,Feminino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
951,23.07,1.56,87.55,Feminino,Castanho,Ruivo,Contusão,Trabalho,Branca,Classe Média,Desconhecido
1237,57.35,1.4,73.8,Masculino,Castanho,Preto,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido
1637,45.08,1.5,30.36,Masculino,Castanho,Castanho,Envenenamento,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva
1324,22.46,1.58,35.49,Masculino,Azul,Loiro,Envenenamento,Rua,Branca,Classe Média,ElBigodon Camacho
444,57.51,1.7,49.95,Masculino,Castanho,Loiro,Contusão,Rua,Amarela,Classe Baixa,Desconhecido
1017,52.24,1.53,46.62,Feminino,Castanho,Castanho,Contusão,Trabalho,Branca,Classe Baixa,Desconhecido
24,35.42,1.59,50.85,Feminino,Azul,Ruivo,Esfaqueamento,Rua,Parda,Classe Baixa,Desconhecido
495,15.49,1.45,52.85,Feminino,Castanho,Ruivo,Envenenamento,Escola,Negra,Classe Média,Desconhecido
949,48.1,1.83,64.03,Feminino,Preto,Castanho,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido
1061,58.84,1.73,53.58,Feminino,Azul,Preto,Esfaqueamento,Escola,Branca,Classe Média,Desconhecido
739,35.35,1.87,36.72,Feminino,Castanho,Ruivo,Esfaqueamento,Escola,Branca,Classe Média,Desconhecido
487,57.53,1.45,76.99,Feminino,Castanho,Preto,Contusão,Trabalho,Parda,Classe Média,Desconhecido
1658,35.59,1.72,62.42,Masculino,Azul,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1772,23.77,1.85,74.94,Feminino,Verde,Ruivo,Envenenamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
989,23.58,1.4,76.78,Masculino,Preto,Loiro,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido
529,28.23,1.76,34.34,Feminino,Preto,Loiro,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
459,29.25,1.8,73.45,Feminino,Preto,Castanho,Estrangulamento,Trabalho,Amarela,Classe Baixa,Desconhecido
1591,40.7,1.7,64.69,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
1808,25.42,1.83,78.55,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
575,16.13,1.73,86.61,Feminino,Preto,Preto,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
931,22.43,1.75,81.79,Masculino,Preto,Loiro,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido
827,39.72,1.41,40.03,Masculino,Castanho,Ruivo,Envenenamento,Escola,Branca,Classe Média,Desconhecido
1201,26.98,1.88,68.53,Masculino,Azul,Loiro,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido
480,59.4,1.76,83.08,Masculino,Preto,Ruivo,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido
1755,32.83,1.79,77.62,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
552,35.73,1.9,80.75,Masculino,Castanho,Preto,Envenenamento,Rua,Amarela,Classe Média,Desconhecido
1567,44.89,1.73,57.23,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1694,24.06,1.72,56.47,Masculino,Verde,Ruivo,Contusão,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1426,14.44,1.69,39.7,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Baixa,ElBigodon Camacho
1330,25.46,1.55,46.17,Feminino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1618,35.83,1.69,56.18,Masculino,Castanho,Preto,Estrangulamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1826,59.34,1.54,82.92,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
856,38.76,1.85,45.77,Feminino,Preto,Loiro,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido
1468,28.2,1.43,43.15,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
1321,18.35,1.47,34.21,Masculino,Azul,Preto,Esfaqueamento,Escola,Parda,Classe Média,ElBigodon Camacho
100,13.84,1.6,50.07,Masculino,Preto,Castanho,Envenenamento,Escola,Branca,Classe Baixa,Desconhecido
610,23.99,1.64,36.48,Masculino,Azul,Castanho,Contusão,Rua,Parda,Classe Média,Desconhecido
632,18.77,1.55,39.54,Masculino,Preto,Loiro,Esfaqueamento,Casa,Branca,Classe Média,Desconhecido
439,26.44,1.75,40.57,Feminino,Azul,Preto,Esfaqueamento,Escola,Negra,Classe Média,Desconhecido
1154,41.47,1.73,40.82,Masculino,Castanho,Castanho,Contusão,Casa,Parda,Classe Alta,Desconhecido
1529,39.03,1.64,55.54,Feminino,Castanho,Preto,Envenenamento,Rua,Amarela,Classe Média,Coringon de le pinheirinho Silva
442,51.55,1.59,32.37,Feminino,Castanho,Loiro,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido
1092,39.38,1.65,35.03,Masculino,Castanho,Ruivo,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
236,46.75,1.75,46.7,Masculino,Castanho,Ruivo,Envenenamento,Rua,Branca,Classe Alta,Desconhecido
302,33.77,1.52,73.49,Masculino,Preto,Loiro,Estrangulamento,Casa,Parda,Classe Média,Desconhecido
1056,30.49,1.55,66.45,Masculino,Castanho,Ruivo,Envenenamento,Escola,Amarela,Classe Baixa,Desconhecido
59,51.15,1.44,55.38,Masculino,Verde,Preto,Contusão,Casa,Negra,Classe Alta,Desconhecido
670,45.24,1.53,30.9,Feminino,Castanho,Ruivo,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido
1774,32.55,1.8,86.94,Feminino,Verde,Ruivo,Envenenamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
910,53.02,1.54,62.62,Masculino,Preto,Loiro,Contusão,Casa,Branca,Classe Média,Desconhecido
1113,48.82,1.63,49.47,Masculino,Preto,Ruivo,Contusão,Escola,Parda,Classe Média,Desconhecido
21,15.72,1.77,42.36,Feminino,Preto,Loiro,Envenenamento,Escola,Amarela,Classe Alta,Desconhecido
1115,11.61,1.49,37.44,Masculino,Azul,Loiro,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido
1269,33.54,1.56,45.43,Feminino,Azul,Ruivo,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido
50,59.41,1.6,55.31,Feminino,Azul,Loiro,Envenenamento,Casa,Amarela,Classe Baixa,Desconhecido
115,24.32,1.41,87.28,Feminino,Preto,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Desconhecido
221,47.6,1.52,74.61,Masculino,Azul,Loiro,Contusão,Casa,Amarela,Classe Alta,Desconhecido
355,35.01,1.48,37.34,Masculino,Azul,Loiro,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido
26,14.04,1.87,87.82,Masculino,Castanho,Castanho,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido
161,18.23,1.78,59.45,Feminino,Preto,Ruivo,Envenenamento,Escola,Parda,Classe Média,Desconhecido
237,45.53,1.5,40.12,Masculino,Castanho,Castanho,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido
309,15.92,1.86,60.96,Masculino,Verde,Castanho,Contusão,Rua,Negra,Classe Baixa,Desconhecido
1705,32.42,1.86,76.77,Feminino,Preto,Ruivo,Estrangulamento,Rua,Negra,Classe Alta,Roberto Chimarildo Tomáz
906,21.35,1.71,35.5,Feminino,Preto,Castanho,Estrangulamento,Trabalho,Branca,Classe Alta,Desconhecido
592,49.3,1.87,50.24,Feminino,Preto,Ruivo,Contusão,Escola,Parda,Classe Baixa,Desconhecido
866,53.11,1.69,87.36,Feminino,Azul,Castanho,Contusão,Escola,Parda,Classe Alta,Desconhecido
424,32.22,1.74,66.9,Feminino,Castanho,Preto,Esfaqueamento,Trabalho,Negra,Classe Alta,Desconhecido
1088,24.86,1.43,70.88,Feminino,Castanho,Ruivo,Envenenamento,Casa,Amarela,Classe Média,Desconhecido
933,17.23,1.75,80.57,Feminino,Azul,Loiro,Envenenamento,Trabalho,Negra,Classe Alta,Desconhecido
354,22.72,1.9,69.94,Feminino,Azul,Loiro,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido
1543,33.05,1.46,53.17,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1799,25.58,1.83,82.91,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
715,14.94,1.56,53.79,Feminino,Verde,Loiro,Estrangulamento,Escola,Branca,Classe Alta,Desconhecido
55,11.97,1.87,66.94,Masculino,Verde,Castanho,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido
877,32.21,1.81,61.49,Masculino,Azul,Castanho,Contusão,Escola,Branca,Classe Alta,Desconhecido
1604,42.93,1.64,65.25,Feminino,Preto,Preto,Envenenamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva
453,26.02,1.48,32.37,Masculino,Castanho,Preto,Estrangulamento,Escola,Branca,Classe Alta,Desconhecido
1071,21.74,1.55,39.57,Masculino,Verde,Preto,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
503,41.0,1.61,38.9,Feminino,Verde,Ruivo,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido
664,52.86,1.58,75.23,Masculino,Verde,Preto,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
187,46.92,1.48,66.3,Feminino,Azul,Preto,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
1656,40.86,1.77,56.43,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
986,19.12,1.66,40.91,Feminino,Preto,Ruivo,Contusão,Rua,Branca,Classe Baixa,Desconhecido
462,26.53,1.71,38.62,Masculino,Castanho,Ruivo,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
1049,19.08,1.85,69.76,Feminino,Azul,Castanho,Contusão,Escola,Negra,Classe Baixa,Desconhecido
1215,28.64,1.73,41.06,Masculino,Verde,Loiro,Contusão,Casa,Amarela,Classe Alta,Desconhecido
1720,28.12,1.86,85.11,Feminino,Verde,Ruivo,Estrangulamento,Escola,Branca,Classe Alta,Roberto Chimarildo Tomáz
1007,49.07,1.54,65.14,Masculino,Preto,Ruivo,Envenenamento,Rua,Parda,Classe Alta,Desconhecido
350,49.08,1.5,70.69,Masculino,Azul,Loiro,Contusão,Escola,Amarela,Classe Baixa,Desconhecido
1340,54.41,1.51,41.04,Masculino,Azul,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
1354,58.42,1.66,45.82,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1307,43.79,1.76,42.55,Masculino,Verde,Castanho,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido
605,38.88,1.52,45.13,Masculino,Preto,Preto,Contusão,Casa,Parda,Classe Baixa,Desconhecido
222,33.82,1.47,30.69,Masculino,Preto,Ruivo,Contusão,Rua,Branca,Classe Baixa,Desconhecido
488,34.07,1.48,60.26,Feminino,Verde,Loiro,Contusão,Rua,Negra,Classe Alta,Desconhecido
1686,15.94,1.8,86.94,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Média,Roberto Chimarildo Tomáz
1622,44.82,1.61,54.29,Masculino,Castanho,Preto,Envenenamento,Rua,Negra,Classe Média,Coringon de le pinheirinho Silva
1010,26.45,1.64,44.75,Feminino,Castanho,Castanho,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
1072,38.88,1.53,87.59,Masculino,Preto,Ruivo,Contusão,Escola,Amarela,Classe Alta,Desconhecido
1822,25.62,1.8,79.54,Feminino,Verde,Ruivo,Envenenamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1482,36.24,1.64,55.32,Masculino,Castanho,Castanho,Envenenamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva
1619,41.01,1.64,55.85,Masculino,Castanho,Preto,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
333,46.91,1.59,66.19,Masculino,Azul,Castanho,Estrangulamento,Rua,Branca,Classe Alta,Desconhecido
733,53.03,1.59,71.22,Feminino,Verde,Loiro,Contusão,Rua,Parda,Classe Alta,Desconhecido
141,37.95,1.66,79.06,Masculino,Verde,Loiro,Contusão,Rua,Amarela,Classe Alta,Desconhecido
1066,39.09,1.5,67.49,Feminino,Verde,Ruivo,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
955,10.39,1.56,45.72,Masculino,Azul,Castanho,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido
574,52.16,1.54,49.27,Masculino,Verde,Castanho,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
894,37.13,1.56,85.2,Feminino,Azul,Castanho,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido
533,32.88,1.71,32.28,Feminino,Azul,Loiro,Contusão,Trabalho,Amarela,Classe Baixa,Desconhecido
1041,44.82,1.53,71.31,Feminino,Castanho,Ruivo,Envenenamento,Trabalho,Negra,Classe Alta,Desconhecido
392,33.59,1.62,46.01,Masculino,Castanho,Loiro,Esfaqueamento,Trabalho,Amarela,Classe Média,Desconhecido
1253,35.83,1.83,51.45,Feminino,Preto,Ruivo,Envenenamento,Rua,Branca,Classe Alta,Desconhecido
1393,31.67,1.82,82.34,Masculino,Azul,Castanho,Envenenamento,Rua,Branca,Classe Média,ElBigodon Camacho
860,10.14,1.82,54.7,Masculino,Preto,Castanho,Contusão,Rua,Parda,Classe Alta,Desconhecido
941,47.61,1.6,86.39,Masculino,Azul,Ruivo,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
321,17.24,1.84,53.59,Masculino,Verde,Preto,Contusão,Rua,Amarela,Classe Alta,Desconhecido
1388,20.91,1.6,42.83,Masculino,Castanho,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
746,48.73,1.6,36.33,Feminino,Castanho,Ruivo,Esfaqueamento,Escola,Branca,Classe Média,Desconhecido
1030,22.29,1.43,30.89,Feminino,Preto,Castanho,Estrangulamento,Rua,Amarela,Classe Média,Desconhecido
1469,17.24,1.46,37.56,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Alta,ElBigodon Camacho
1298,13.52,1.84,83.33,Feminino,Castanho,Preto,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido
587,35.08,1.73,43.18,Feminino,Azul,Castanho,Envenenamento,Rua,Parda,Classe Média,Desconhecido
1791,32.22,1.89,79.33,Feminino,Verde,Castanho,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
800,49.79,1.86,31.9,Feminino,Castanho,Preto,Contusão,Rua,Parda,Classe Média,Desconhecido
456,42.02,1.42,75.96,Feminino,Preto,Preto,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido
85,47.35,1.82,59.08,Masculino,Preto,Ruivo,Contusão,Rua,Amarela,Classe Alta,Desconhecido
501,49.8,1.81,76.29,Feminino,Verde,Castanho,Contusão,Casa,Branca,Classe Alta,Desconhecido
1630,36.98,1.58,64.27,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1528,40.49,1.59,63.16,Feminino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
1187,50.02,1.64,59.46,Masculino,Verde,Ruivo,Estrangulamento,Escola,Branca,Classe Média,Desconhecido
698,52.82,1.45,65.28,Masculino,Castanho,Castanho,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
1538,54.13,1.83,89.43,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1081,32.89,1.8,56.06,Feminino,Azul,Preto,Estrangulamento,Escola,Parda,Classe Média,Desconhecido
1600,36.37,1.66,64.85,Feminino,Castanho,Preto,Envenenamento,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva
954,24.14,1.74,33.85,Feminino,Preto,Loiro,Envenenamento,Escola,Amarela,Classe Média,Desconhecido
125,12.85,1.78,60.87,Feminino,Verde,Castanho,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido
54,28.34,1.54,83.79,Feminino,Castanho,Ruivo,Esfaqueamento,Trabalho,Parda,Classe Alta,Desconhecido
1144,37.3,1.59,37.38,Masculino,Castanho,Preto,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido
864,34.25,1.65,38.54,Masculino,Verde,Loiro,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido
1320,17.17,1.49,36.07,Feminino,Azul,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
